Protocol,Field name,Description,Type,Versions
DHCP_4,dhcp.option.vendor.pxeclient.boot_item.layer,Layer,Byte sequence,3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.boot_item.type,Type,Unsigned integer (16 bits),3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.boot_menu,boot menu,Byte sequence,3.0.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.boot_menu.desc,Description,Character string,3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.boot_menu.length,Length,Unsigned integer (8 bits),3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.boot_menu.type,Type,Unsigned integer (16 bits),3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.boot_servers,boot servers,Byte sequence,3.0.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.boot_servers.count,IP count,Unsigned integer (8 bits),3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.boot_servers.ip,IP,IPv4 address,3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.boot_servers.type,Type,Unsigned integer (16 bits),3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.configured,Configured,Boolean,3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.credential_types,credential types,Byte sequence,3.0.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.discovery,Discovery,Boolean,3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.discovery_control,discovery control,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.discovery_control.broadcast,Disable Broadcast,Boolean,3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.discovery_control.bstrap,Bootstrap override,Boolean,3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.discovery_control.multicast,Disable Multicast,Boolean,3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.discovery_control.serverlist,Serverlist only,Boolean,3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.end,PXE Client End,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.lcm_domain,LCM Domain,Character string,3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.lcm_nic_option,LCM NIC option,Byte sequence,3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.lcm_serial,LCM Serial Number,Character string,3.2.0 to 4.2.2
DHCP_4,dhcp.option.vendor.pxeclient.lcm_server,LCM Server Name,Character string,3.2.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.lcm_version,LCM Version,Unsigned integer (32 bits),3.2.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.lcm_workgroup,LCM Workgroup,Character string,3.2.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.menu_prompt,menu prompt,Byte sequence,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.menu_prompt.prompt,Prompt,Character string,3.2.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.menu_prompt.timeout,Timeout,Unsigned integer (8 bits),3.2.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.mtftp_client_port,mtftp client port,Unsigned integer (16 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.mtftp_delay,mtftp delay,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.mtftp_ip,mtftp IP,IPv4 address,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.mtftp_server_port,mtftp server port,Unsigned integer (16 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.mtftp_timeout,mtftp timeout,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.multicast_address,multicast address,IPv4 address,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.multicast_address_alloc,multicast address alloc,Byte sequence,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.padding,Padding,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.pxeclient.suboption,Option 43 Suboption,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.value,Value,Byte sequence,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.value.address,Value,IPv4 address,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.value.string,Value,Character string,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor.value.uint,Value,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor_class_data,vendor-class-data,Character string,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vendor_class_id,Vendor class identifier,Character string,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.cl.erouter_container_option,eRouter Container Option,Byte sequence,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.cl.modem_capabilities,Modem Capabilities,Byte sequence,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.cl.option_request,Option Request,Byte sequence,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.cl.suboption,Option 125 Suboption,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.cl.tftp_server_addresses,TFTP Server Addresses,IPv4 address,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.enterprise,Enterprise,Unsigned integer (32 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.length,Length,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.tr111.device_manufacturer_oui,DeviceManufacturerOUI,Unsigned integer (24 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.tr111.device_product_class,DeviceProductClass,Character string,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.tr111.device_serial_number,DeviceSerialNumber,Character string,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.tr111.gateway_manufacturer_oui,GatewayManufacturerOUI,Character string,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.tr111.gateway_product_class,GatewayProductClass,Character string,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.tr111.gateway_serial_number,GatewaySerialNumber,Character string,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.tr111.suboption,Option 125 Suboption,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.value,Value,Byte sequence,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.value.address,Value,IPv4 address,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.value.string,Value,Character string,3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi.value.uint,Value,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi_class.cl_address_mode,CableLab Address Mode,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi_class.data,NetInfo Parent Server Tag,Character string,3.0.0 to 4.0.12
DHCP_5,dhcp.option.vi_class.enterprise,Enterprise,Unsigned integer (32 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.vi_class.length,Length,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.option.xwindows_system_display_manager,X Window System Display Manager,IPv4 address,3.0.0 to 4.2.2
DHCP_5,dhcp.option.xwindows_system_font_server,X Window System Font Server,IPv4 address,3.0.0 to 4.2.2
DHCP_5,dhcp.secs,Seconds elapsed,Unsigned integer (16 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.secs_le,Seconds elapsed appears to be encoded as little-endian,Label,3.0.0 to 4.2.2
DHCP_5,dhcp.server,Server host name,Character string,3.0.0 to 4.2.2
DHCP_5,dhcp.server_name_overloaded_by_dhcp,Server name option overloaded by DHCP,Label,3.0.0 to 4.2.2
DHCP_5,dhcp.subopt.unknown_type,"ERROR, please report: Unknown subopt type handler",Label,3.0.0 to 4.2.2
DHCP_5,dhcp.suboption_invalid,Invalid suboption,Label,3.0.0 to 4.2.2
DHCP_5,dhcp.type,Message type,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.data,Data,Byte sequence,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.docsis.cm_cap_len,CM DC Length,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pc.i05_ccc.suboption,Suboption,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pc.ietf_ccc.suboption,Suboption,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc.supp_flow.basic,Basic Flow,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc.supp_flow.hybrid,Hybrid Flow,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc.supp_flow.secure,Secure Flow (Full Secure Provisioning Flow),Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_cl.mib.management_event,PacketCable 1.5 Management Event MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_cl.mib.mem_extension,PacketCable 1.5 MEM Extension MIB,Boolean,3.4.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_cl.mib.mta,PacketCable 1.5 MTA MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_cl.mib.mta_extension,PacketCable 1.5 MTA Extension MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_cl.mib.reserved,Reserved,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_cl.mib.signaling,PacketCable 1.5 Signaling MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_cl.mib.signaling_extension,PacketCable 1.5 Signaling Extension MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_euro.mib.management_event,PacketCable 1.5 Management Event MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_euro.mib.mem_extension,PacketCable 1.5 MEM Extension MIB,Boolean,3.4.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_euro.mib.mta,PacketCable 1.5 MTA MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_euro.mib.mta_extension,PacketCable 1.5 MTA Extension MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_euro.mib.reserved,Reserved,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_euro.mib.signaling,PacketCable 1.5 Signaling MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_euro.mib.signaling_extension,PacketCable 1.5 Signaling Extension MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_ietf.mib.management_event,IETF Management Event MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_ietf.mib.mta,IETF MTA MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_ietf.mib.reserved,Reserved,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mdc_ietf.mib.signaling,IETF Signaling MIB,Boolean,3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mta_cap_len,MTA DC Length,Unsigned integer (16 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.pktc.mta_cap_type,Type,Unsigned integer (16 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.vendor.suboption,Option 125 Suboption,Unsigned integer (8 bits),3.0.0 to 4.2.2
DHCP_5,dhcp.vendor_specific_options,Bootp vendor specific options,Byte sequence,3.0.0 to 4.2.2
DHCPV6,dhcpv6.aftr_name,DS-Lite AFTR Name,Character string,1.10.0 to 4.2.2
DHCPV6,dhcpv6.auth.algorithm,Algorithm,Unsigned integer (8 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.auth.info,Authentication Information,Byte sequence,1.10.0 to 4.2.2
DHCPV6,dhcpv6.auth.key_id,Key ID,Unsigned integer (32 bits),3.0.0 to 4.2.2
DHCPV6,dhcpv6.auth.md5_data,HMAC-MD5 data,Byte sequence,3.0.0 to 4.2.2
DHCPV6,dhcpv6.auth.protocol,Protocol,Unsigned integer (8 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.auth.rdm,RDM,Unsigned integer (8 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.auth.realm,DHCP realm,Character string,3.0.0 to 4.2.2
DHCPV6,dhcpv6.auth.replay_detection,Replay Detection,Byte sequence,1.10.0 to 4.2.2
DHCPV6,dhcpv6.bad_msgtype,This message type is not permitted to use OPTION_CLIENT_FQDN,Label,3.4.0 to 4.2.2
DHCPV6,dhcpv6.bcmcs_server_a,BCMCS server address,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.bcmcs_server_fqdn,BCMCS server FQDN,Character string,1.12.0 to 4.2.2
DHCPV6,dhcpv6.bogus_label_length,Non-DNS encoded name. Label length exceeds 63,Unsigned integer (8 bits),3.4.0 to 4.2.2
DHCPV6,dhcpv6.bogus_length,Bogus length,Label,1.12.0 to 4.2.2
DHCPV6,dhcpv6.cablelabs.docsis_version_number,DOCSIS Version Number,Unsigned integer (16 bits),2.0.0 to 4.2.2
DHCPV6,dhcpv6.cablelabs.dpoe_server_version_number,DPoE Server Version Number,Unsigned integer (16 bits),4.0.0 to 4.2.2
DHCPV6,dhcpv6.cablelabs.interface_id,Interface-ID,Character string,2.0.0 to 4.2.2
DHCPV6,dhcpv6.cablelabs.interface_id_link_address,Link Address,Character string,2.0.0 to 4.2.2
DHCPV6,dhcpv6.cablelabs.ipv6_server,IPv6 address,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.cablelabs.opt,Suboption,Unsigned integer (16 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.captive_portal,Captive Portal,Character string,2.4.0 to 4.2.2
DHCPV6,dhcpv6.capwap_ac_v6,CAPWAP Access Controllers address,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.cccV6.tlv5.suboption.length,Length,Unsigned integer (16 bits),1.12.0 to 4.2.2
DHCPV6,dhcpv6.cccV6.tlv5.suboption.value,Value,Byte sequence,1.12.0 to 4.2.2
DHCPV6,dhcpv6.cccV6.tlv5.suboption.value_number,Value,Unsigned integer (16 bits),1.12.3 to 4.2.2
DHCPV6,dhcpv6.client_domain,Client Domain Name,Character string,3.4.0 to 4.2.2
DHCPV6,dhcpv6.client_fqdn_flags,Flags,Unsigned integer (8 bits),3.4.0 to 4.2.2
DHCPV6,dhcpv6.clientfqdn.bad_msgtype,Illegal Message Type,Unsigned integer (8 bits),3.4.0 to 4.2.2
DHCPV6,dhcpv6.clientfqdn.client.n,N bit,Boolean,3.4.0 to 4.2.2
DHCPV6,dhcpv6.clientfqdn.client.s,S bit,Boolean,3.4.0 to 4.2.2
DHCPV6,dhcpv6.clientfqdn.server.n,N bit,Boolean,3.4.0 to 4.2.2
DHCPV6,dhcpv6.clientfqdn.server.o,O bit,Boolean,3.4.0 to 4.2.2
DHCPV6,dhcpv6.clientfqdn.server.s,S bit,Boolean,3.4.0 to 4.2.2
DHCPV6,dhcpv6.clt_time,Clt_time,Unsigned integer (32 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.decoded_portion,Portion successfully decoded,Character string,3.4.0 to 4.2.2
DHCPV6,dhcpv6.dns_server,DNS server address,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.docsis.cccV6.tlv5.suboption,Type,Unsigned integer (16 bits),1.12.0 to 4.2.2
DHCPV6,dhcpv6.domain_field_len,Empty domain name - field length,Unsigned integer (16 bits),3.4.0 to 4.2.2
DHCPV6,dhcpv6.domain_field_len_exceeded,Remaining length in the domain name field exceeded,Unsigned integer (8 bits),3.4.0 to 4.2.2
DHCPV6,dhcpv6.duid.bytes,DUID,Byte sequence,1.10.0 to 4.2.2
DHCPV6,dhcpv6.duid.type,DUID Type,Unsigned integer (16 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.duiden.enterprise,Enterprise ID,Unsigned integer (32 bits),1.6.0 to 4.2.2
DHCPV6,dhcpv6.duiden.identifier,Identifier,Byte sequence,1.10.0 to 4.2.2
DHCPV6,dhcpv6.duidll.hwtype,Hardware type,Unsigned integer (16 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.duidll.link_layer_addr,Link-layer address,Character string,1.10.0 to 4.2.2
DHCPV6,dhcpv6.duidllt.hwtype,Hardware type,Unsigned integer (16 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.duidllt.link_layer_addr,Link-layer address,Character string,1.10.0 to 4.2.2
DHCPV6,dhcpv6.duidllt.time,DUID Time,Date and time,1.10.0 to 4.2.2
DHCPV6,dhcpv6.duiduuid.bytes,UUID,Byte sequence,2.2.0 to 4.2.2
DHCPV6,dhcpv6.elapsed_time,Elapsed time,Unsigned integer (16 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.encoded_fqdn_gt_255,DNS-encoded labels of FQDN exceed 255 octets,Unsigned integer (16 bits),3.4.0 to 4.2.2
DHCPV6,dhcpv6.error_hopcount,Detected error on hop-count,Label,2.0.0 to 4.2.2
DHCPV6,dhcpv6.expert.domain_field_length_exceeded,ERROR: FQDN exceeds length of the domain name field,Label,3.4.0 to 4.2.2
DHCPV6,dhcpv6.expert.encoded_fqdn_gt_255,ERROR: FQDN's *encoded* length exceeds 255 octets [RFC 1035 3.1.],Label,3.4.0 to 4.2.2
DHCPV6,dhcpv6.expert.name_not_dns_encoded,ERROR: This name is not a DNS record encoded,Label,3.4.0 to 4.2.2
DHCPV6,dhcpv6.expert.partial_name_preceded_by_fqdn,ERROR: Partial name is preceded by an FQDN,Label,3.4.0 to 4.2.2
DHCPV6,dhcpv6.expert.root_only_domain_name,ERROR: A root-only domain name cannot be resolved.,Label,3.4.0 to 4.2.2
DHCPV6,dhcpv6.expert.tld_lookup,WARNING: TLDs are rarely resolvable,Label,3.4.0 to 4.2.2
DHCPV6,dhcpv6.failover.binding_status,Failover Binding Status,Unsigned integer (8 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.connect.flags,Flags,Unsigned integer (16 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.connect.flags.f,Fixed PD Length (F),Boolean,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.connect.flags.reserved,Reserved,Boolean,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.dns.flags,Flags,Unsigned integer (16 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.dns.flags.f,Fwd Uptodate (F),Boolean,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.dns.flags.r,Rev Uptodate (R),Boolean,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.dns.flags.reserved,Reserved,Boolean,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.dns.flags.s,Synthesized Name (S),Boolean,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.dns.flags.u,Using Requested FQDN (U),Boolean,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.dns_hostname,DNS Hostname,Character string,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.dns_zonename,DNS Zone Name,Character string,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.expiration_time,Expiration Time,Unsigned integer (32 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.keepalive_time,Keepalive Time,Unsigned integer (32 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.max_unacked_bndupd,Max number of unacked BNDUPD messages,Unsigned integer (32 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.mclt,Maximum Client Lead Time (MCLT),Unsigned integer (32 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.partner_down_time,Partner Down Time,Unsigned integer (32 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.partner_lifetime,Partner Lifetime,Unsigned integer (32 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.partner_lifetime_sent,Partner Lifetime Sent,Unsigned integer (32 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.partner_raw_clt_time,Partner Raw Client Time,Unsigned integer (32 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.protocol.major_version,Protocol Major Version,Unsigned integer (16 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.protocol.minor_version,Protocol Minor Version,Unsigned integer (16 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.reconfigure_key,Reconfigure Key,Byte sequence,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.reconfigure_time,Reconfigure Time,Unsigned integer (32 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.relationship_name,Relationship Name,Character string,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.server.flags,Flags,Unsigned integer (8 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.server.flags.a,Ack Startup (A),Boolean,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.server.flags.c,Communicated (C),Boolean,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.server.flags.reserved,Reserved,Boolean,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.server.flags.s,Startup (S),Boolean,3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.server_state,Server State,Unsigned integer (8 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.start_time_of_state,Start Time of State,Unsigned integer (32 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.failover.state_expiration_time,State Expiration Time,Unsigned integer (32 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.hopcount,Hopcount,Unsigned integer (8 bits),1.4.0 to 4.2.2
DHCPV6,dhcpv6.iaaddr.ip,IPv6 address,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.iaaddr.pref_lifetime,Preferred lifetime,Unsigned integer (32 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.iaaddr.valid_lifetime,Valid lifetime,Unsigned integer (32 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.iaid,IAID,Character string,1.10.0 to 4.2.2
DHCPV6,dhcpv6.iaid.t1,T1,Unsigned integer (32 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.iaid.t2,T2,Unsigned integer (32 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.iaprefix.pref_addr,Prefix address,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.iaprefix.pref_len,Prefix length,Unsigned integer (8 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.iaprefix.pref_lifetime,Preferred lifetime,Unsigned integer (32 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.iaprefix.valid_lifetime,Valid lifetime,Unsigned integer (32 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.iata,IATA,Character string,1.10.0 to 4.2.2
DHCPV6,dhcpv6.interface_id,Interface-ID,Byte sequence,1.10.0 to 4.2.2
DHCPV6,dhcpv6.invalid_time_value,Invalid time value,Label,1.12.0 to 4.2.2
DHCPV6,dhcpv6.invalid_type,Invalid type,Label,1.12.0 to 4.2.2
DHCPV6,dhcpv6.lifetime,Lifetime,Unsigned integer (32 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.linkaddr,Link address,IPv6 address,1.4.0 to 4.2.2
DHCPV6,dhcpv6.lq_client_link,LQ client links address,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.lq_query,Query-type,Unsigned integer (8 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.lq_query_link_address,Link address,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.lq_relay_data_msg,DHCPv6 relay message,Character string,1.10.0 to 4.2.2
DHCPV6,dhcpv6.lq_relay_data_peer_addr,Peer address,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.malformed_option,Malformed option,Label,1.12.0 to 4.2.2
DHCPV6,dhcpv6.mip6_home_address,Home Address,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.mip6_home_agent,Home Agent,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.msgtype,Message type,Unsigned integer (8 bits),1.0.0 to 4.2.2
DHCPV6,dhcpv6.mudurl,MUDURL,Character string,2.4.0 to 4.2.2
DHCPV6,dhcpv6.nai,NAI,Character string,1.10.0 to 4.2.2
DHCPV6,dhcpv6.nis_fqdn,NIS FQDN,Character string,1.12.0 to 4.2.2
DHCPV6,dhcpv6.nis_server,NIS server address,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.nisp_fqdn,NISP FQDN,Character string,1.12.0 to 4.2.2
DHCPV6,dhcpv6.nisp_server,NISP server address,IPv6 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.no_suboption_len,no room left in option for suboption length,Label,1.12.0 to 4.2.2
DHCPV6,dhcpv6.ntpserver.addr,NTP Server Address,IPv6 address,1.12.0 to 4.2.2
DHCPV6,dhcpv6.ntpserver.fqdn,NTP Server FQDN,Character string,1.12.0 to 4.2.2
DHCPV6,dhcpv6.ntpserver.mc_addr,NTP Multicast Address,IPv6 address,1.12.0 to 4.2.2
DHCPV6,dhcpv6.ntpserver.option.length,Length,Unsigned integer (16 bits),1.12.0 to 4.2.2
DHCPV6,dhcpv6.ntpserver.option.type,Suboption,Unsigned integer (16 bits),1.12.0 to 4.2.2
DHCPV6,dhcpv6.option.length,Length,Unsigned integer (16 bits),1.4.0 to 4.2.2
DHCPV6,dhcpv6.option.type,Option,Unsigned integer (16 bits),1.4.0 to 4.2.2
DHCPV6,dhcpv6.option.type_str,Option,Character string,3.4.0 to 4.2.2
DHCPV6,dhcpv6.option_code,S46 Option code,Unsigned integer (16 bits),3.2.0 to 4.2.2
DHCPV6,dhcpv6.option_preference,Pref-value,Unsigned integer (8 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.packetcable.ccc.pri_dhcp,Primary DHCP,IPv4 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.packetcable.ccc.sec_dhcp,Secondary DHCP,IPv4 address,1.10.0 to 4.2.2
DHCPV6,dhcpv6.packetcable.ccc.suboption,Sub element,Unsigned integer (16 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.packetcable.cccV6.ap_krb.max_retry_count,Maximum Retry Count,Unsigned integer (32 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.packetcable.cccV6.ap_krb.max_timeout,Maximum Timeout,Unsigned integer (32 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.packetcable.cccV6.ap_krb.nominal_timeout,Nominal Timeout,Unsigned integer (32 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.packetcable.cccV6.as_krb.max_retry_count,Maximum Retry Count,Unsigned integer (32 bits),1.10.0 to 4.2.2
DHCPV6,dhcpv6.packetcable.cccV6.as_krb.max_timeout,Maximum Timeout,Unsigned integer (32 bits),1.10.0 to 4.2.2
